Headline,Attention Score
"I'm Not Religious, But This Time I Think We Should Listen To Jesus",1
The Real Question About Deportation Is - Would We Kick Moses Out?,0
Dear Condescending Advertising Agencies: This Is What Your Ads For Women Look Like,1
Dear Ad Agencies: This Looks Just Like The Condescending Commercials You Make For Women,0
"I'm Not Religious, But This Time I Think We Should Listen To Jesus",1
"Is this Santa? No, It's Moses, And He Is In BIG Trouble With The Authorities",0
"As A Man, I Loathe That We Could Demean Women This Way.",1
I Can't Believe That We Could Demean Anyone This Way,0
A Silly Science Project Gives A Frightening Look At Our Future (And Barbie's),1
"Puzzled By Our Frightening Forecast? Barbie's Here To—Oh Wait, She Melted.",0
"Watch A Talk Show Host Get Remarkably Profound. Seriously, Just Watch Him For 3 Minutes. ",1
"Watch A Talk Show Host Get Amazingly Profound. Seriously, Just Watch Him For 3 Minutes.",0
"Hey, Mansplaining Advertising Agencies: This Is What Your Ads For Women Look Like",1
Dear Advertising Agencies: If Your Ads For Women Look Like This You're Making Misogymercials,0
A Dude Who Knows A Heckuva Lot More About Economics Than I Do Lays Out Some Basics Right Here,1
Robert Reich Has A New Movie Coming Out In September,0
Many Women Will Agree With What She Says Is The Worst Thing We Do To Girls,1
Is What She Says The Worst Thing We Do To Girls?,0
Here's The Worst Thing We Do To Girls. Many Women Will Agree With Her.,1
Many Women Will Agree With What She Says Is The Worst Thing We Do To Girls,0
A 7-month-old Boy Just Got Put On Trial - When He Left He Was A Different Person,1
"I Know We Have To Swear On The Bible In Court, But Now I Have To Consult If For Baby Names?",0
You Might Not Get Their Names But You’ll Get No Better Introduction,1
"The Real, Black And White Cost Of War",0
"This Photographer Introduces Us To The Army's Version Of The Chastity Belt.
",1
"When You See These Soldiers, Think To Yourself ‘What Was I Doing At This Age?’",0
"When The History Books Look Back On Us, They'll See We Had The Opportunity To End 3 Awful Epidemics.",1
Good News For People Sick Of Bad News For Sick People,0
What Do The First 1000 Days Of A Child's Life Have To Do With Anything?,1
Learn How A Thousand Days Could Give A Child The Best Shot At Life,0
If You Thought Your Commute Sucked? Meet The Residents Of What’s Called The World’s Tallest Slum.,1
"Holy WHAT?!? 2,500 People Ended Up In An Unfinished Skyscraper",0
My Dear Fellow Broke Friends: Here's A Statistic You Will Wish Wasn't True,1
Are You Broke? Here's A Statistic You Will Wish Wasn't True,0
A Science Project Gives A Frightening Look At Our Future (And Barbie's),1
A Science Project Gives A Frightening Look At Our Future—And Barbie's,0
The Most Heartbreaking Reason To Leave Your Front Door Unlocked I've Ever Heard,1
It Takes Guts To Be This Raw And Open And Raw And Open And Raw And Open,0
Here's What One Woman Thinks Is The Worst Thing We Do To Girls. Many Women Will Agree With Her.,1
Here's What One Feminist Thinks Is The Worst Thing We Do To Girls.,0
The Most Heartbreaking Reason To Leave Your Front Door Unlocked I've Ever Heard,1
A Beautiful Love Story Takes A Horrible Turn For The Better,0
The 3 Most Surprising Truths I've Ever Heard About Immigration,1
"If You're Tired Of Scare Tactics And Lies, Check Out This Video On The Real Facts Of Immigration",0
"If Immigrants Scare You, Then Here's 3 Simple Facts To Calm Your Panicked Brain",1
3 Simple Facts That Could Lead To A Whole Lot Of Reform,0
"Oh, Shoot. What's The Controversial Construction These People Are So Against?",1
"We Know How The Oil Companies Feel About This One, But What About The People?",0
The Most Honest And Heartbreaking Reason To Leave Your Front Door Unlocked I've Ever Heard,1
The Most Honest And Heartbreaking Reason To Leave Your Front Door Unlocked You've Ever Heard,0
"Oh, Snap. What's The Controversial Construction These People Are So Against?",1
"Oh, Shoot. What's The Controversial Construction These People Are So Against?",0
One Of These Things Is Not Like The Others' Shouldn't Have Come To Mind When I Viewed A Class Photo,1
"The World Would Be A Better Place With Less Of The 'Before' And More Of The ""After'",0
The Beer/Marijuana Commercial That Is Making Adults Everywhere Rethink Their Position,1
"Finally, A Way To Look At Marijuana That Even My Mom Approves Of",0
"If Immigrants Scare You, Then Here's 3 Simple Facts To Calm Your Panicked Brain",1
The Fantastic Part Of This Guy's Argument Is That It's Just ... So ... Logical,0
It's OK To Not Understand These Pictures. Our Brains Weren't Built To Handle Them.,1
Scientists Take A Biggie-Sized Risk On A Dark Part Of The Night Sky. It Paid Off.,0
A Police Officer Gets Fired For Exactly The Wrong Reason,1
How Broken Is A System That Allows Cops To Be Fired For Not Writing Enough Tickets?,0
The Financial Gap Between The Rich And The Poor Just Made A New Friend: The Safety Gap,1
"If Stockbrokers Could Put Out Fires, We Wouldn't Be Having This Conversation",0
"If This Doesn't Piss You Off, Then I'll Wait For The Day You Dial 911 To Say I Told You So",1
Precisely The Kind Of News That The 0_0 Emoticon Was Made For,0
The Arrogance Of People Who Are Comfortable Will Never Fail To Shock Me,1
This Economist's Ideas Are So Not My Cup Of Tea That They're Actually Coffee,0
"If You Don’t Say, 'Holy S***' Once Over The Next Three Minutes, I’ve Failed",1
"If You Don’t Say, 'Holy Crap' At Least Once, I’ve Failed",0
Some Reasons Why ‘Made In The USA’ Just Isn’t Really A Thing,1
How Can We Create Jobs If We've Never Even Heard Of Some Of Them?,0
"Look If You Ain't Guna Quit Smoking, At Least Read Up About Who Profits From You",1
"If The Health Reasons Don't Stop You, Maybe The People Profiting Harming You Will?",0
8 Signs You Might Hug Trees A Little Too Tightly,1
8 Signs That You're A Nature Lover,0
Why Work Doesn't Need To Be Such A Drag,1
Why Your Boss Should Really Be Making You Happy Right Now,0
"Hate Your Job? Turns Out, That's Pretty Common. There's A Big Reason Why.",1
"Work Sucks! Always Will! Wait, What?!",0
Watch A Comedian Supersize The Hilarity Of Our Minimum Wage Dispute,1
Watch The Daily Show Supersize The Hilarity Of Our Minimum Wage Dispute,0
When's The Last Time You Saw A Video That Celebrates America's Workers?,1
What Is Labor Day To You?,0
The Great Jobs That This Country Had In The 1950's And 1960's Didn't Just 'Happen',1
"What The Heck Is A Union, Anyway?",0
"One Of The Highest Paid Jobs You Can Get Out Of College Is One I've Never Even Thought Twice About
",1
Some Surprising Reasons Why ‘Made In The USA’ Just Isn't Really A Thing,0
They Thought $8 Would Shut Her Up. Because $8 Is SO Much Money?,1
They Thought $8 Would Shut Her Up,0
"If Immigrants Scare You, Then Here's 3 Important Facts To Calm Your Panicked Brain",1
"If Immigrants Scare You, Then Here's 3 Simple Facts To Calm Your Panicked Brain",0
"Next Time I'm The Mayor Of NYC, I Hope I Don't Get Shamed As Badly As The Daily Show Shamed This Guy",1
The Mayor Of NYC Thinks That His Program To Unfairly Judge Citizens Is Being Unfairly Judged,0
I Have A Favor To Ask. Listen To This Beautiful Story About Strippers. You'll Thank Me Later.,1
There's An Amazing Way To Not Die And It Involves Male Strippers,0
"If Immigrants Terrify You, Then Here's 3 Simple Facts To Calm Your Frightened Brain",1
"If Immigrants Scare You, Then Here's 3 Important Facts To Calm Your Panicked Brain",0
"Forget The American Dream, How Do These Families Make It Through To Tomorrow?",1
"Forget The American Dream, How Do We Turn Lights On And Get the Water Running?",0
Perhaps This Infographic Will Make You Quit Smoking - Or I Hope It At Least Opens Your Eyes,1
"The, Frankly, Depressing Amount The Tobacco Industry Earn In One Infographic",0
8 Awkward Things You Might Do If You've Truly Gone Green,1
8 Ways To Tell If You've Been Hugging Too Many Trees,0
"""what Do You Think A Feminist Is?"" Aaaand  Cue Some Of The Worst Answers Possible",1
Breaking News - Sexist Plague Takes Over White Males In Downtown Manhattan,0
What Do The First 1000 Days Of A Child's Life Have To Do With Anything?,1
What Do A Child's First 1000 Days Have To Do With Anything?,0
"When Future Generations Look Back On Us, They'll Say We Had The Opportunity To End 3 Awful Epidemics",1
"In The Future, They'll Say We Had The Opportunity To End 3 Awful Epidemics.",0
A Child Shouldn't Be Saying Sorry To Her Mom For Costing Her Money,1
"Forget The American Dream, How Do These Families Make It Through To Tomorrow?",0
Have A Little Faith That God Works In Ways That Aren't This Mysterious,1
A Religious Experience Found In The Strangest Of Places,0
How Did We Get to A Point Where A Child Is Saying Sorry To Her Mom For Costing Her Money?,1
Americas' Children Are Upset And Apologizing To Their Parents For Costing Them Money,0
Imagine If There Was A Town In The USA Where You Couldn't Get Water. It's Not Imaginary Anymore.,1
"Dear Oil Companies, Have You Tried NOT Being Cartoonishly Evil For LIke 5 Minutes? Just Sayin'. ",0
Imagine If There Was A Town In The USA Where You Couldn't Get Water. It's Not Imaginary Anymore.,1
Everyone Agrees That We Should Conserve Water. They Can't Do That Here Because There Is No Water.,0
Imagine If There Was A Town In The USA Where You Couldn't Get Any Water. It's Not Imaginary Anymore.,1
Imagine If There Was A Town In The USA Where You Couldn't Get Water. It's Not Imaginary Anymore.,0
"Ashton Kutcher, Who's 35, Is Telling Teens What He Finds Sexy. Find Out Why.",1
Why Is 35-Year-Old Ashton Kutcher Telling Teens What He Finds Sexy?,0
"Next Time I'm The Mayor Of NYC, I Hope I Don't Get Shamed As Badly As The Daily Show Shamed This Guy",1
The Daily Show' Treats Mayor Bloomberg To Some Accountability Ice Cream With Reality Sprinkles,0
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Best Way",1
3 Freakin' Amazing Pieces Of Wisdom That Just Came From The Most Unlikely Person,0
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Best Way",1
"A Famous Actor Just Told A Bunch Of Teenagers How To Be Sexy, In The Best Way",0
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Bestest Way",1
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Smartsexiest Way",0
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Smartest Way Ever",1
"Ashton Kutcher Just Told A Bunch Of Teenagers How To Be Sexy, In The Smartest, Sexiest Way Ever",0
"I Never Want To Hear Any Child Say What These Kids Do To Their Parents. Ever.
",1
"Can Someone Explain Why These Children Are The Ones Saying Sorry?
",0
"Everybody Poops, But 2.6 Billion People Do It In A Really Crappy Way",1
Why We Need To Make #2 Our #1 Priority,0
"Alright Internet, You Got Me. I'm Inspired By This Dude.",1
"Alright, You Got Me, Internet. I'm Inspired.",0
People Shouldn't Die Just Because A Loved One Can’t Walk Fast Enough,1
"It’s Got A Cool Name, It’s Locally Made, And It Saves Lives. Heck Yeah!
",0
2 Million Women Are Suffering And We Are Too Embarrassed To Talk About It,1
"50,000-100,000 Women Each Year Suffer From This Terrible Condition",0
"It’s Got A Cool Name, It’s Locally Made, And It Saves Lives. Heck Yeah! 
",1
"It’s Got A Cool Name, It’s Locally Made, And It Saves Lives. Heck Yeah! ",0
What Happens When ‘I Can’t’ Isn’t Part of A Child's Vocabulary Is Pretty Darn Cool,1
Fulfilling Your Potential Takes An Amazing Attitude and Spirit. Arms Are Optional.,0
2 Million Women Are Suffering And We Are Too Embarrassed To Talk About It,1
"It’s Almost Entirely Preventable, Yet 2 Million Women Are Quietly Suffering",0
Want To Know The Most Important Thing You Can Teach Your Child? This Guy Is Going To Show You.,1
"When A Child Believes There's Nothing In Life He Can't Do, The Outcome Is Pretty Darn Incredible ",0
What Is Labor Day To You?,1
When's The Last Time You Saw A Video That Celebrates America's Workers?,0
"It’s Got A Cool Name, It’s Locally Made, And It Saves Lives. Heck Yeah!",1
"What If We Could Prevent People From Having To Ride To The Hospital In A Wheelbarrow?
",0
Having An Amazing Attitude Is a Requirement For Success. Arms Are Totally Optional.,1
You Don't Need Arms To Be Incredible In Life. This Guys Proves It.,0
The Daily Show Completely Nails Bloomberg's Hypocrisy In 2 Wonderful Minutes,1
"Why We Should Stop & Frisk White Business Men In Wall Street, As Told By The Daily Show",0
"There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy 
",1
The Daily Show Completely Nails Bloomberg's Hypocrisy In 2 Wonderful Minutes,0
I Have A Favor To Ask. Listen To This Beautiful Story About Strippers. You'll Thank Me Later.,1
The Happiest Story Involving Suicidal Thoughts And Male Strippers I've Had The Privilege To Hear,0
