Headline,Attentio Score
"He Thought His Parents Were Breaking Up, But He Was Beautifully Wrong",-3.511591081
Why A Drug Arrest Is Not Like Other Arrests,-4.368998347
How Some Of The Best Humans Aren't Even Qualified For The Nobel Prize,-4.600502822
Do You Know Where The Internet Lives In Your City? ,-4.954797884
A Video On Why Condoms Aren't Perfect Will Make You Laugh More Than Worry You,-3.552919955
Here’s How To Save On Gas Money. Whether You Spend It On Christmas Presents Or Beer Is Up To You.,-4.758840346
The Startling Facts That Should Devastate America,-4.606963449
She Was Raised To Think Girls Are Worthless. You Should See What Changed Her Mind.,-3.683991366
"If You Use This Word, It's Time To Stop. As In, Full Stop.",-3.809978457
Watch This Department Store Erupt In Song For The Man The Entire World Loved,-4.161469975
The Way This Poet Talks About Manhood Has Me Questioning Exactly What It Is,-4.56751987
"A Few Weeks Before She Was Crowned 'Miss World,' She Was Raped. But This Isn't Just Her Story.",-3.567039286
Leave It To An Archbishop (Yup!) To Make A Totally Perfect Argument For LGBT Rights,-4.589405549
The Way This Poet Talks About Manhood Has Me Questioning Exactly What It Is,-4.194641518
The Way This Poet Talks About Manhood Has Me Questioning Exactly What It Is,-4.205026092
"In His Last Interview 17 Years Ago, A Science Icon Gave A Warning That Will Give You Goosebumps",-4.051331517
She Was Raised To Think Girls Are Worthless. You Should See What Changed Her Mind.,-3.799256324
"In His Last Interview 17 Years Ago, A Science Icon Gave A Warning That Will Give You Goosebumps",-3.927051214
A Video On Why Condoms Aren't Perfect Will Make You Laugh More Than Worry You,-3.779425451
"He Thought His Parents Were Breaking Up, But He Was Beautifully Wrong",-3.634753418
A Video On Why Condoms Aren't Perfect Will Make You Laugh More Than Worry You,-3.436691629
The Startling Facts That Should Devastate America,-3.893884815
I Dare You To Sit Through This Whole Video. It's Short. But I Bet You’ll Learn Something New.,-3.82801497
"You Will Never See A Shorter, So Straight-To-The-Point, No-BS Take On Vaccines. And It's Pretty.",-3.836910898
"Black Girls Code. Simple Name, Revolutionary Premise.",-4.76452356
Why You’ll Be Telling Your Kids About The Days When We Used To Have Electricity,-4.734749605
"Young Feminists Are Not Unicorns. They Exist. In Fact, Here’s One Now.",-4.731277298
One Woman's Journey Into Sex Slavery and Back In The Heart of Silicon Valley,-4.333530782
One Woman's Journey Into Sex Slavery and Back In The Heart of Silicon Valley,-4.133542862
How A Lot Of People Hate Something That's Basically Like Being Left-Handed,-4.606551346
The Worst Thing You Can Do To New Parents Is To Make Them Leave Their Kids To Earn A Paycheck,-5.04853238
Think She Should Have Known Better? I Think You Just Made An Argument For Sex Education.,-4.227838529
"These Women Describe Some Unspeakable Horrors, But It’s How They Made It Out That Gave Me Chills",-4.393767782
"Think Gen Y's Lazy? I'mma Print This Chart, Origami It Into A Mustache And Stick It On Your Face.",-4.797252214
Why Does Being Right-handed Totally Violate The Basic Laws Behind Physics?,-4.272208121
An Author Has A Radical Idea About How We Should Spend Our Money And Our Time,-4.527789222
First The Women In This Clothing Store Were Offended. Then They Realized Who Was Being Offensive.,-3.801870148
Something All Families Need Right Now. The Heck With Politics.,-4.734841044
First The Women In This Clothing Store Were Offended. Then They Realized Who Was Being Offensive.,-2.705973553
A Study Showing Racism Makes You Sick Makes Me Sick,-4.694371719
This Study Showing Discrimination Makes You Sick Makes Me Sick,-4.851354882
Psst...Wanna Buy Some Stuff Right From The People Who Make It?,-4.965714347
They Threw A Grenade At Her Brother Because She Helped Women,-4.22806947
I Can Think Of A Few World Leaders Who Would Benefit From Watching This Video,-4.469647394
A 16-Year-Old Girl With Nowhere Else To Turn Trusted Them. But They Had Their Own Agenda.,-3.621452967
"Stop Asking Where Young Feminists Are. They Aren't Unicorns. They Exist. In Fact, Here’s One Now.",-4.242086831
Leave It To An Archbishop (Yup!) To Make A Totally Perfect Argument For LGBT Rights,-4.315743673
"Finally, Someone Explains Why People Who're Trying To Help Are So Annoying",-4.320935402
You Take Zillions Of Photos With Your Cellphone ... Why Not Try Something New With Them?,-4.309919312
The Perfect Gift For All The People In Your Life Who Don’t Actually Need Anything,-4.757553655
My Wife Was Getting Jealous Of This Woman. Then She Watched Her Too. Now We're Both Obsessed.,-3.631668705
Perfect! A Gift For All The People In Your Life Who Don’t Actually Need More Stuff,-4.712220861
One Time A Guy Gave A Homeless Man A Computer And The Recipient Did Exactly What The Giver Expected,-3.573131462
6 Guys Contradict Decades Of Stereotypes Using Only A Whiteboard And A Marker,-3.896944864
"We All Know Smoking Is Bad For Your Health, But Be Careful: You Could Be Arrested and Lose Your Job",-4.976133862
We Know About Stop And Frisk. But What Should We Call This Practice In NYC That Is Ruining Lives?,-4.640261506
"A Kid Answers The Question ""What Do You Want To Be When You Grow Up?"" With SUCH A Clever Answer",-4.025629224
A Total Genius Just Explained What We Are Actually Wired For (Hint: It's Not Narcissism Or Violence),-4.348750052
A Teenager Is Going To Tell You Just Why He's So Happy. And You're Going To Want To Listen.,-3.628711632
Not An Exaggeration: This Video Can Actually Help You Save Someone Having A Stroke,-4.284743032
The Problem With Celebrity Gossip? They Don't Report Truly Astonishing Behavior Like His.,-3.632966526
The Snoop-Dog Spoof Of The President That's Too Good Not To See,-4.027600062
We Know About Stop And Frisk. But What Should We Call This Practice In NYC That Is Ruining Lives?,-4.666578814
The Snoop-Dog Spoof Of The President That's Too Good Not To See,-3.944424686
A Little Boy Is Going To Tell You Just Why He's So Happy ... You're Going To Want To Listen.,-3.466160021
One Insanely Simple Idea I Hope To See Soon At Every Starbucks,-3.837647439
A Little Boy Reveals Why He's So Happy. And You're Going To Want To Listen.,-3.96403505
Head Doctor Says A Rich Kid Isn't Guilty BECAUSE He's Rich. Reporter Says What We're All Thinking.,-3.612098725
Everyone At Starbucks Should Try One Insanely Simple Yet Incredible Idea,-3.936927685
"We Know Smoking Is Bad For Your Health, But Who Knew You Could Be Arrested And Lose Your Job For It?",-4.732203237
The Problem With Celebrity Coverage? They Never Show These Kind of Videos.,-3.551409856
Head Doctor Says A Rich Kid Isn't Guilty BECAUSE He's Rich. Reporter Says What We're All Thinking.,-3.497678008
He's Speaking To Your Children. Would You Freak Out If They Listened?,-4.151834216
6 Guys Challenge Decades Of Stereotypes Using Only A Whiteboard And A Marker,-3.77846955
"We Know About Stop And Frisk. But What Do We Call A Practice In NYC That Affects White People, Too?",-4.958267309
In A Decade Or Two I Bet Most People Will Feel The Same Way Josh Hutcherson Does,-3.578604924
The Experiment that Sheds Light On Why Telling Women What They Can And Can't Wear Is Bullshit,-3.869974769
Here's An Ad About Holiday Giving That Makes Me Wish I Could High-Five Ads,-4.144598855
How Are You Going To Stick To Your New Year's Resolution? Me? I'm Going To Use Science.,-5.024107355
In A Decade Or Two I Bet Most People Will Feel The Same Way Josh Hutcherson Does,-3.375991537
Here's The Science You Can't Not Know Before Making That Ambitious New Year's Resolution,-4.459689677
A Little Boy Reveals Why He's So Happy. And You're Going To Want To Listen.,-3.66335893
In A Decade Or Two I Bet Most People Will Feel The Same Way That Guy From 'The Hunger Games' Does,-3.171419783
What One Guy Has To Say About Our Country's Obsession With Buying Stuff Should Terrify Us All,-4.137238483
"1 Minute You're Walking Down The Street In NYC. The Next, You're Arrested, Jobless. What Did You Do?",-4.346022964
What One Guy Has To Say About Our Country's Obsession With Buying Stuff Should Terrify Us All,-4.236283495
"If More People Knew The Secrets Those In Power Keep From Us All, It Might Just Cause A Revolution",-4.500075451
"The Science Of Being Nice, Mapped Out All Nice",-4.354698776
Your Fat Girlfriend Says She’s Fat. Here’s How To Respond.,-3.459570816
"Whoever Said ""Nice Guys Finish Last"" Was Wrong, According To This Total Genius",-4.406968096
Here's A Different Kind Of Lesson On Evolution That I'd Like To See In Our Schools,-4.691347882
He Took How His Bullies Hurt Him And Turned It Into These Beautiful 3 Minutes,-4.549105803
"This Really Happy 13 Year Old Hacks His Education, And Now I Regret I Didn't Do The Same With Mine",-3.661462409
The Movie About Syria These Politicians Wish They Didn't Star In,-4.999990605
Why It's Better To Keep Some Selfies To Your Selfie,-3.756018757
Why It's Better To Keep Some Selfies To Your Selfie,-3.787294856
A Scary Ad Shows Two Perspectives On Living Your Last 10 Years. Which Describes Where You're Headed?,-4.018655439
"Stop Asking Where Young Feminists Are. They Aren't Unicorns. They Exist. In Fact, Here’s One Now.",-4.445799721
"This Really Happy 13 Year Old Hacks His Education, And Now I Regret I Didn't Do The Same With Mine",-3.531364705
A(nother) Legitimate Reason To Detest Modern Pop Songs,-3.143332782
"If They Taught CPR Like This, A Lot More People Would Know How To Do It",-3.760078725
"If You Thought Someone Couldn't Explain The Science Of Empathy With A Dry Erase Marker, You're Wrong",-4.059150476
A Scary Ad Shows Two Perspectives On Living Your Last 10 Years. Which Describes Where You're Headed?,-3.782265577
"If More People Knew The Secrets Those In Power Keep From Us All, We Would Toss Them Out On Their Ear",-4.073060218
If 'Baby It's Cold Outside' Were A Little More Truthful It Would Sound Like This,-3.74977021
What One Guy Has To Say About Our Country's Obsession With Buying Stuff Is Terrifying,-4.270130551
"If You Thought Someone Couldn't Explain The Science Of Empathy With A Dry Erase Marker, You're Wrong",-4.195910007
Here’s A Pizza. A Really Disturbing Pizza. A Pizza That Is Ruining Democracy. BAD PIZZA.,-4.74947031
"Roses Are Red, Violets Are Blue, I'm Not Pregnant, All Thanks To You",-4.043051268
A Gut-Punching Ad Shows Two Perspectives On Your Last 10 Years. Which Describes Where You're Headed?,-3.779982766
Imagine If You Had To Do This For A Day. You’d Treasure Your Orange Juice More Than Your iPhone.,-5.032337483
"How One Study Can Be Taken Way Too Far: The Story Of ""Crack Babies""",-4.321387084
See Why We Have An Absolutely Ridiculous Standard Of Beauty In Just 37 Seconds,-3.635018764
See Why We Have An Absolutely Ridiculous Standard Of Beauty In Just 37 Seconds,-3.818026248
See Why We Have An Absolutely Ridiculous Standard Of Beauty In Just 37 Seconds,-3.833530156
"Remember The ""Crack Babies"" Scare? It Turns Out They Forgot To Use The Scientific Method",-4.474193351
So Your Girlfriend Says She’s Fat. Here’s Why 'You're Beautiful' Isn't The Best Response.,-3.532650859
"20th Century Fox Gave Him $25,000 To Make A Movie Trailer. Here's What He Did Instead.",-3.635647622
Watch What Matthew Perry Says When A Dude Says His Drug Addiction Is His Choice,-3.036822688
Sex Workers Want To Be Part Of The Solution. But They're Often Forced To Be Part Of The Problem.,-4.114289265
His Bullies Used Sticks And Stones So He Turned The Experience Into Beautiful Words To Hurt Them,-4.030551105
"20th Century Fox Gave Him $25,000 To Make A Movie Trailer. Here's What He Did Instead.",-3.626899748
If The Christmas Song 'Baby It's Cold Outside' Were A Little More Truthful It Would Sound Like This,-3.42948696
Watch What Matthew Perry Says When A Dude Says His Drug Addiction Is His Choice,-2.831792048
"20th Century Fox Gave Him $25,000 To Make A Movie Trailer. Here's What He Did Instead.",-3.39965408
Watch What Chandler From Friends Says When A Dude Says His Drug Addiction Is His Choice,-2.69475115
"Hey Men, Here Are Some Naked People To Tell You Your Bodies Are Great",-3.048858488
Here Is How One Artist Captured The Fragility Of An Abusive Relationship,-4.331450786
I've Never Seen Such A Clever Take On Social Smoking,-3.363433164
The Most Simple Explanation Of How To Get Out Of This Recession I've Seen Yet,-4.271053382
An NBA Star Came Out As Gay And President Obama Called Him. Others Experience Kind Of The Opposite.,-4.42128809
I Can See Why This Has Been Called 'The Best Anti-Smoking Ad Ever',-3.035771628
"Most Of These People Do The Right Thing, But The Guys At The End? I Want To Yell At Them.",-2.978345529
"Most Of These People Do The Right Thing, But The Guys At The End? I Want To Yell At Them.",-2.953006788
"Most Of These People Do The Right Thing, But The Guys At The End? I Wish I Could Yell At Them.",-2.732974297
What They're Doing To Kids In Pennsylvania Is Dooming Our Kids To Fail,-3.953760443
What They're Doing To Kids In Pennsylvania Is Dooming Our Kids To Fail,-4.00863881
"SCIENCE FACT: Gay Science, Like Straight Science, Is Really Just Plain Old Fact Science",-4.837624107
New York's Last Chance To Preserve Its Water Supply,-5.14542933
"If You're Homeless For A Month, There's A Good Chance You'll Be Homeless For Life",-4.6452976
Could This Be The Most Important Protest Of 2013?,-4.100014731
How Much Does It Cost To Buy Off A Politician? About The Price Of A Used Car.,-5.229262917
Hypnotic: 82 Seconds That Prove The Media Is Just A Gigantic 10-Year-Old,-4.399961848
A Dispatch From The Front Lines In The Fight Against Bullying,-4.822250951
What Happens When You Combine Financial Desperation With Your Steak?,-5.399806763
