Headline,Attention
"If Your Doctor Said This To You, You’d Freak. Why Do You Ignore It When Your Friends Say It?",1
Why Color Blindness Is A Medical Condition But Not An Acceptable Way To Treat Other Human Beings,0
A Dad Got Tired Of The Stories Hollywood Is Feeding Our Sons So He's Speaking Out,1
The Movie Industry Is Failing Men In Ways You Never Imagined,0
"His Mom Said, 'If You Repeat It Over And Over Again It Loses Its Meaning.' 'I Love You, I Love-'",1
Saying The Same Thing Over And Over Makes It Lose It's Meaning. So Why Does He Keep Saying 'Family'?,0
A Lot Of Truth Can Fit In A Quote. Here’s A Truth About Hard Work That Never Occurred To Me Before,1
A Writer Explains Why 'You Get What You Deserve' Is Nonsense When It Comes To How Wealthy You Are,0
The Great Barrier Reef Is Getting A Really Questionable Babysitter,1
Want To Know About The People In Charge Of The Great Barrier Reef? This Fish's Face Says It All.,0
Are You In The Majority Of The Everything? Check This Handy Chart.,1
How Do You Stack Up Against The Rest Of The World In These Categories?,0
Here's What The World Cup Would Look Like If It Was Run By Those Bigots In The Stands,1
Have You Tried *Not* Hating The Players On Your Sports Team Who Look Different Than You?,0
The One Thing All Of These People Do To Save Up For A Rainless Day Might Actually Be Killing Them​,1
"​These Aren't The Gamers You Are Used To Seeing, But They Are Totally Winning",0
The One Thing All Of These People Do To Save Up For A Rainless Day Might Actually Be Killing Them​,1
"​These Aren't The Gamers You Are Used To Seeing, But They Are Totally Winning",0
"22 Seconds In, You're Going To Hear A Very Ridiculous Flat-Out Lie",1
"If I Peed In Your Pool, Wouldn't You Be Upset?",0
The Variation Between The Way Women Kiss And The Way Men Do In Mainstream Movies Is Pretty Maddening,1
Which Kind Of Kissing Do You Think Hollywood Finds Sexiest?,0
"Well, That's One Way To Practice Speaking A Language. A Very Cool Way.",1
The Unlikely Friendship Between Some Kids In Brazil And Some Elderly Folks In Chicago,0
The Secret to Social Change That The History Books Won't Tell You,1
’Why Does Politics Get All The Credit For Changing The World?' Says Every Artist Ever.,0
"If You Care About These Girls Staying In School, Look To The Toilet",1
3 Guys From India Talk About A Shitty Problem There,0
Sometimes It Takes A Funny Dude To Put Other Not-So-Funny Dudes In Check.,1
This Message Is Made For A Man But Endorsed By A Lot Of Grateful Women,0
Saying The Same Thing Over And Over Makes It Lose Its Meaning. Why Does He Keep Saying 'I Love You'?,1
"If You Repeat Something Enough Times, It Loses Meaning. Family, Family, Family, Family, Family.",0
A Customer Wants To Make A Waitress's Life Miserable. She Responds In The Best Way Possible.,1
Do Not Mess With Your Waiter. It Will Only End In Sadness And An Empty Water Glass.,0
"It Would Flood An Area Twice The Size of D.C., And Most People Haven't Even Heard Of It",1
I Can't Believe I'd Never Heard About The Atrocious Way People Are Being Flooded Out Of Their Homes,0
More And More Pregnant Women Are Being Misled About Life,1
More And More Pregnant Women Are Being Misled About Their Options,0
Jesse Williams Accurately Describes Why I Spent Most Of My American History Class Rolling My Eyes,1
"Jesse Williams Extends His Keeping It Real Tour With: 'Hey US History Class, Teach Our History Too'",0
I Suppose It Makes Sense That Textbooks Would Be The Most Economically Savvy Thing Around,1
"It's Supply And Demand, Sucker! You Want To Learn About It? Well, That'll Be $4000.",0
"Some Of These Centers Are Forced To Expose What They Really Are, But Not All Of Them",1
The Deceiving World Of CPCs,0
Don't Be That Guy: 5 Things Some Dudes Need To Stop Doing To Women,1
Now Here's A Guy That Knows How To Treat A Woman (Spoiler: Like A Human Being),0
A T-Mobile Store Does Not Want Their Workers To Call Each Other For A Very Specific Reason,1
A T-Mobile Store Does Not Want Workers To Call Each Other So They Put Them In A Basement To 'Talk.',0
This Australian Power Company Is So Corrupt It's Almost Impressive ... Cartoonishly Impressive,1
A Super Sketchy Power Company + A Precious Natural Wonder = YIKES,0
"This 2.2 Million-Year-Old Child Fossil Made A Lot Of Scientists Very, Very Upset",1
This 2.2 Million-Year-Old Fossilized Child Drove A Lot Of Scientists Crazy For A Very Long Time,0
What A Romantic Story'  Said The People Who Didn't Watch The Last Few Seconds,1
An Irish Guy Asks A Question. 4 Million People Answer. Only 1 Should Matter.,0
11 Million People In The U.S. Have A Secret. Two Young People Are Breaking The Silence.,1
11 Million People In The U.S. Have A Secret They Can't Tell. Two Of Them Are Breaking The Silence.,0
If I Told You What This Is About You Almost Definitely Would Not Click On It,1
A Wild Nicki Minaj-Esque Rap About Something We All Use Every Day,0
One Of The World's Most Beautiful Places Is About To Be Run By One Of The Worst Companies Ever,1
This Australian Power Company Is So Corrupt It's Almost Impressive ... But I'm Not Impressed,0
Not A Neighborhoody Kind Of Person? Here’s A Video That May Help You Channel Your Inner Mr Rogers.,1
Everyone Loves To See Pretty Things Around Them And Thanks To Them Maybe More Will Be Able To,0
This Comedian Will Probably Win Over A Lot Of Women With This Rant,1
Who Knew That The Best Advice For Guys On The Internet Would Come From A Comedian?,0
I Wish Someone Would Tell Today's Pop Stars A Little Something About Art,1
A Rock Star Of The Art World Shares An Awesome Story That Changed America—And Her Life,0
A Customer Wants To Make A Waitress's Life Miserable. So The Waitress Blurts Out The Truth.,1
A Customer Wants To Make A Waitress's Life Miserable. So She Blurts Out The Truth. Really Well.,0
"I Look Like I'm Only 25, But I'm 88,' Says The Man This Kid Met Online",1
"A Group Of Brazilian Kids Are Meeting Older Folks On The Internet, And It's The Opposite Of Creepy",0
"This 2.2 Million-Year-Old Child Fossil Made A Lot Of Scientists Very, Very Upset",1
"This 2.2 Million-Year-Old Fossil Child Made A Lot Of Scientists Very, Very Upset",0
"If This Retailer Had A Back, I Would Pat It For Taking A Step Toward The Right Side Of History",1
Sometimes Not Listening To Congress Is A Great Thing A Giant Company Can Do For Its Employees,0
How 60 Words From 13 Years Ago Ruined A Country's Relationship With The Rest Of The World,1
"""Necessary And Appropriate Force"" Doesn't Mean What You Think It Means",0
Don't Be That Guy: 5 Things Some Dudes Need To Stop Doing To Women,1
Don't Be That Guy: 5 Things Some Dudes Need To Stop Doing,0
Need A Reminder Of Just How Badass Female Cartoon Characters Can Be? One Sketch Says It All.,1
What Makes An Amazing Woman? Look At These 13 Different Women.,0
It's Probably Your 2nd Favorite Thing To Do And Now Science Wants You To Do More Of It,1
"If You Think It Feels Great, You Should See What Else It's Doing To You",0
No WONDER We Think About Sex So Much,1
Most People Feel They Don't Get Enough. Others Of Us Need To Be Reminded Every Once In A While...,0
Explaining The Situation In Iraq In Under 5 Minutes,1
Learning About Iraq And Syria The Internet Way — 5 Minutes At A Time,0
Imagine A World Cup That Banned All Immigrants From Playing. Here's What That Would Look Like.,1
What If World Cup Fans Focused On The World Cup Instead Of Who Looks Different?,0
A Customer Wants To Make A Waitress' Life Miserable. So The Waitress Blurts Out The Truth.,1
A Customer Wants To Make A Waitress's Life Miserable. So The Waitress Blurts Out The Truth.,0
Another City Is About To Join The Wage Revolution,1
$15 An Hour Is Within Reach For Some City Workers In Florida,0
Hey Black People: Have You Caught Yourself Saying Any Of This Terrible Stuff To White People?,1
"Now That This Is Happening To A Different Kind Of Person, Does Any Of These Words Seem Wrong To You?",0
"Wait, I Thought Raising The Minimum Wage Would Be Costly To Businesses?",1
Doe Some City Workers Deserve $15 An Hour?,0
A Black Man Filters All His Frustrations With The World Into One Seriously Deep Poem,1
Denying That Race Exists Is Allowing The Conditions That Cause Racism To Reemerge,0
A Black Man Filters All His Frustrations With The World Into One Seriously Deep Poem,1
A Man Filters All His Frustrations Into One Seriously Deep 3 Minutes,0
Australia Just Decided That They'd Let The Least Qualified Person Ruin Their Most Beautiful Wonder,1
A Country Just Decided To Make The Worst Decision Ever About Their Most Magnificent Resource,0
10 Photographs That Boldly Show How Very Different Life Is In The Two Koreas,1
With And Without Liberty: How A Government Can Drastically Change A Person's Way Of Life,0
"When These Kids Go To A Baseball Game, One Is In Severe Danger Of Death",1
What's More Dangerous Than Getting Clobbered By A Foul Ball At A Baseball Game?,0
A 15-Year-Old With A Huge Brain And An Even Bigger Heart Blows MIT Away,1
Not Your Average Radio DJ: A 15-Year-Old Hacks It Together To Help Out His Community,0
"When You Were 4, He Taught You The Alphabet. Are You Ready For The Last Big Lesson He Has For You?",1
Here's One Last Lesson From The Guy Who Taught You The Alphabet,0
"What These People Do To Get Ready For A Rainless Day Might Kill Them. Do You Do It, Too?",1
What All Of These People Do To Save Up For A Rainless Day Might Actually Kill Them​,0
"If You're Dating Someone, And You Get This Phone Call, Run, Don't Walk, Away",1
The Scariest Thing About This Phone Call Is How Common It Is,0
Do You Know The Truth About The Connection Between Vaccines And Autism? HINT: Science Knows.,1
Do You Know The Truth About The Connection Between Vaccines And Autism? HINT: There Is No Connection,0
A Country Just Decided That They'd Let The Least Qualified Person Ruin Their Most Beautiful Wonder,1
People Don't Like To Talk About The Earth. So Let's Just Talk About 1 Beautiful Place Under Threat.,0
A Country Just Decided That They'd Let The Least Qualified Person Ruin Their Most Beautiful Wonder,1
Australia Just Decided That They'd Let The Least Qualified Person Ruin Their Most Beautiful Wonder,0
A Bunch Of People Lie To A Doctor's Face Then He Tells Us Why He's Not Surprised,1
A Doctor Used To Think Mental Illness Was Contagious. Now He Wants To Change The Way It's Treated.,0
Do You Know The Truth About The Connection Between Vaccines And Autism? HINT: Science Knows.,1
"Do You Know The Truth About The Connection Between Vaccines And Autism? Yea, It Doesn't Exist.",0
A Dad Has 4 Rules For Guys Who Want To Date His Daughter,1
What Does A Feminist Father Look Like?,0
An 8-Year-Old Just Left Me Speechless With His Outlook On A Tragic Situation,1
"They Risk Their Lives To Walk To School, A Distance Not Too Far But Feels Like Forever",0
"He Didn't Want To Be What Everyone Expected Of Him, So He Became Something Else Instead",1
Only 53% Of Urban Youth Graduate From High School. A Stunning Video Puts A Face On That Stat.,0
"If This Was A Test, I'd Pass With Flying Colors. But What's Scary Is How Many Would Flunk It.",1
"I Really Love These Charts, But I Absolutely Hate That We Need Them",0
Someone Told Her She Was 'Articulate.' Now Watch Her Very Articulately Reject The Compliment.,1
"The Audience Might Not Speak 3 Languages, But By The End They Totally Get It",0
A Country Just Decided That They'd Let The Least-Qualified Company Ruin Their Most Beautiful Wonder,1
A Country Just Said That They Might Let The Least-Qualified Company Ruin Their Most Beautiful Wonder,0
A Country Just Said That They Might Let The Least-Qualified Company Ruin Their Most Beautiful Wonder,1
Australia May Let A Company With A Past Of Bribing And Chemical Dumping Ruin The Great Barrier Reef,0
Parents Of Kids Killed In School Shootings Had No Idea They’ve Been Giving Money To Gun Companies,1
What If I Told You You Could Reduce Gun Violence With Your Retirement Plan?,0
"I Have No Idea How This Video Isn't Getting Sued, But It's Got A Good Environmental Message",1
You Know What Isn't Grrrrrrrreat? Goddamn Climate Change.,0
This Is Super Straightforward. If You Can't Pass This Test With Flying Colors I'm Worried.,1
"If This Was A Test, I'd Easily Ace It. So Why Are Some Failing So Miserably?",0
Kind Of A Brutal 41 Seconds To Sit Through. But At Least You're Not In That Chair.,1
At First It's Not Clear What's Going On Here. Then It's Really Not Clear Why We're Still Doing It.,0
His Grandfather Didn't Give A Sh*t When Joe Nervously Came Out To Him. He Loves Him Too Much.,1
Being Gay Caused Joe's GrandPa Some Pain. But Only From The Pride Tattoo He Got To Support Him.,0
"I'm Not A Criminal, So Why Are My Texts Watched As If I Might Go To The Dark Side At Any Moment?",1
What's More Disturbing — Our Being Spied On Or That The Spies Don't Recognize They're Spying On Us?,0
"If You Care About A Bunch Of Girls Staying In School, Look To The Toilet",1
"A Bunch Of Girls In India Could Stay In School, But First... Where's The Toilet?",0
"The List She's Rattling Off Makes Me Exhausted, But I Think That's The Point",1
Why What You See When You Look In The Mirror Is A Real Big Feminist Issue,0
He Asked A Question And A Bunch Of People Lied. So He Told Them A Truth That We All Need To Hear.,1
He Was As An Orderly Afraid Of The Patients. Now He Needs You To Know 3 Things About Them.,0
"When Gays Are Accused Of Having An 'Agenda,' I've Got A Hilarious Image To Offer As A Reply",1
"OH MY GOD — Look Out, It's Teh GAYZ!",0
"Cities Are The Opposite Of Nature, Right? Here's A Futuristic Twist On That.",1
