Headline,Clickability
"April 15, 2015 was an incredible period around the world, and these photos are the proof.",0
Being Born A Woman And Of Color Can Seriously Impact Your Family's Wealth,1
Archie Bunker’s Brilliant (?) Summary Of What Equal Pay Would Do To America,0
There's Something Shocking That Your Boss Can Do To You In Michigan And 35 Other States,1
Best,1
Are You Unlucky Enough To Be Witnessing The Demise Of America's Middle Class?,0
"This Isn't The Party Of Abraham Lincoln, And It Hasn't Been For A Long Damned Time",1
"As Other Senators Try to Cut Social Programs, Watch One Politician Do Something Else With Them",0
Just An Average Night In DC. Try Not To Throw Up.,1
Best,1
Asking Your Mom For A Convertible Would Probably Become Standard Practice,0
Debt Collection Agency Unleashes Fresh Scheme To Get Us To Pay Up. And It’s Working.,1
Astronauts Have 1 Really Important Item They'd Like You To Learn About. Before It's Too Late.,0
"One Of The World’s Most Hated Groups Found Her, Took Her Money, And Left Her In Tears (Of Happiness)",1
Best,1
A Debt Collector Who Spreads Joy? I Hope This Catches On.,1
"At first I found myself singing along, then I realized just how messed up the lyrics were",1
"At First, I Thought These Kids Were In Trouble. To This Cop, They're A Joy.",0
"Exposing Political Corruption, One Cross Country Road Trip At A Time",1
Best,1
"At What Age Do Most Girls Stop Mugging In Front Of The Camera? Whatever It Is, It's Way Too Young.",1
The Get-Rich-Quick Plan That Is Actually Killing People,1
Audio From Early Space Voyages Sounds More Like A Road Trip Than A Space Flight,1
The Reality Of What Food Stamps Cost All Of Us In One Incredibly Simple Graphic,1
Best,1
"How 'We, The People' Became 'We, The Corporations' In Under 4 Minutes",1
Australia Figured Out A Way To Stop Wasting So Much Food — Hashtags And Virgin Mobile,0
Awful Bank Regulators: 'We Might Not Help Average Americans.' Lawmaker Warren: 'Wrong Answer.',0
"One Look At This Graphic And You Might Think Women Aren't Creative, Literate, Or Intelligent",1
Best,1
"Back In My Period, I’d Walk Five Minutes (Each Way!) To School, AND It Took A Felony To Get Locked Up",0
A Catalog That Believes Reality Can Sell Clothes Better Than Photoshop,1
A Catalog That Believes Reality Can Sell Clothes Better Than Photoshop,1
Best,1
Backwards Stuff To Think Of While Sitting At The Table This Christmas,0
"Ever Think That Reality Might Sell Clothes Better Than Photoshop? Then, You're In Luck!",1
BADASS WOMEN ALERT: These Women Won't Let A War-Torn Country Keep Them From Living And Thriving,0
BADASS WOMEN ALERT: These Women Won't Let A War-Torn Country Keep Them From Living And Thriving,0
"Reason Does Europe Always Do Things Better? Washing Machines, Public Transport And Now… Economies? ",1
Banksy Has Updated His Famous 'The Girl With The Balloon' Artwork To Stand With Syria,0
"If One Of These People Were My Mother Or Father, I'd Have To Lock Myself Up",1
Because You Love The Men In Your Existence But You Might Be Too Embarrassed To Talk To Them About It,0
"If China Says It's Not A Country, And The U.S. Says It IS A Country, Who's Right?",1
"Before Age 15, He Began To Develop A Fresh And Improved Way To Diagnose Cancer. What Did You Do?",0
"Before the shooting that claimed her existence, they recorded her voice one last time.",0
"Before we can all live on Mars, we need this guy to live in space for 1 period",0
What Collective Action Looks Like In One Hilarious Clip,1
"Before Your Kid Applies To College, Here Is The College Video You Should See",0
"Behind Bars, But On Their Feet (And Hands): Does Yoga In Prison Make A Difference?",0
"Black Politician Wins Election In Texas. Problem Is, He’s Not Actually Black. 
",1
Behind Organized Hate’s Playbook,0
This French Anti-Bullying Campaign Is Skipping The Kids And Going For The Parents,1
"Like How American Shows Cast 30-Period-Olds As High Schoolers, Only Depressing",1
Best,1
Being A Dad Is Hard Enough With All The Irrational Fears That Roll Around His Head. He Does Anyways.,0
Beneath His Honest and Tearful Account Is A Call For Drastic Action To Be Taken. Isn't It Time?,0
They're College Grads. They're Doing Real Work. Yet They Can't Even Make Minimum Wage.,1
"Besides It Never Recognizing The Item 'In The Bagging Area', Here's Another Reason Not To Use This",1
"It's Not Just Your Country That Has A War On Women — The World Does, Too
",1
Best,1
Would The World Accept This If It Were Happening To Men?,1
"Until Perpetuators Are Held Accountable, Women Will Stay In Danger",1
Bill Gates has a Utopian dream. Watch this guy grill him about it.,0
Black men tell you all about dating outside of their race.,0
"He Knew If He Didn't Provide His Plea To The World, The People In His Country Could Remain Voiceless
",1
"Blah, Blah, Blah Education. Blah, Blah, Blah Teachers. Blah, Blah, Blah... But This Is Important!",0
"In The USA, Tipping Is Not Optional. You Read That Right.",1
Tipping Is Not Optional. You Read That Right.,1
"Blah, Blah, Blah Education. Blah, Blah, Blah Teachers. Blah, Blah, Blah... But This Is Important!",0
"Breaking The Mold Like This Football Player Just Did Can't Be Easy, But It's Definitely Terrific",0
"I Talk About Money In Politics For A Living, And This Still Blew Me Away",1
"Breaking: Media Firm To Merge With Straw Man Factory
",0
This Minister Followed The Teachings Of Jesus At His Son's Wedding. So His Church Kicked Him Out.,1
"A Minister Defies His Christian Church To Follow Jesus. Wait, What?",1
Breast Milk May Be Full Of Weird Chemicals If Mom Lives In A Home Like This One.,0
"Bridges Collapsing, Roads Crumbling, Jobs Disappearing — It's No Coincidence",0
WAIT! Listen To This Guy's Talk On Spending Money And Happiness Before Going Out Shopping On Friday,1
Business Doesn't Normally Have Heart. But His Does. And It's All About His People.,0
"When A Union Rep Is Asked Some Hard Questions, Will His Answers Surprise You?",1
By Asking 2 Questions A Doctor Proves We Like Some Diseases Better Than Others,0
Can Everyday American Citizens Pass The Citizenship Test That Immigrants Have To?,1
Can One Small Investment REALLY Change the Future of Humanity?,0
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,1
Can We All Agree That America Spying On Americans Is Completely Un-American? This General Disagrees.,1
"Beauty, Un-Photoshopped",1
A Magazine That Believes Reality Is Better Than Computer Simulations,1
"Can We Get A Judge To Aisle 10, We Have An Engagement To Clean Up",0
These Kids Are Working 12 And 16 Hour Days For Whom?,1
Can we harness tornado power? A maverick engineer aims to show us how.,0
Can You Guess How Long This Veteran Has Been On The Streets?,0
"When Congress Is Basically Taking Bribes From Corporations, There's Sole 1 Thing To Do. Prank Them.",1
"A Congressman Gets Exactly What He Deserves. Namely, A Hilarious Suitcase Of Fake Bribe Money.",1
Can You Hear That? That's The Sound Of The World's Most Famous Skater Being Awesome,0
"Can You Imagine If Your Neighbors Ripped Up All Your Grass, But Replaced It With Something Better?",1
Do You Know Where The Internet Lives In Your City? ,1
Best,1
"Black Girls Code. Simple Name, Revolutionary Premise.",1
Can Your Town's Water Supply Just Completely Dry Up ... Like The One In California,0
"Canada Has Some Pretty Cool Laws, But This One About Boobs Makes Me Proud",1
An American Tries Picking Oranges For A Period. It Doesn’t Go So Well.,1
Best,1
Canceling out the harmful effects of sitting is easier than you think.,0
This Video Both Enlightened And Confused Me About Solving Climate Change. That's Reason I Love It.,1
"Cap And Trade Is Definitely, Without A Doubt, The Best Idea Ever. Unless It’s The Worst?",0
"The Surprising Reason This Inmate Says, ""Now I Think Before I React""",1
Best,1
Best,1
This Is The Best A Breathalyzer Will Ever Sound,1
Church Is Supposed To Teach A Soul To Love. That's Not What Happened To This Guy.,0
"What Does This Lesbian, Talking Head From Fox News Have To Say About Being Politically Correct?",1
Joy: The Sole Contagious Thing We All Want To Catch.,1
"Churches, Organized Crime, And The NFL Are Pretty Similar When It Comes To One Item",0
"Churches, Organized Crime, And The NFL Are Pretty Similar When It Comes To One Item",0
"Claudia Worked A Full Night's Shift — And Then Instead Of Getting  A Paycheck, She Had To Pay",0
"You'll Hear This Kid Say He's Going To Be Famous, And You're Probably Going To Agree",1
CNN Asks An Expert A Dumb Question. Here's His Epic Response.,1
College Are Giving Lots of Financial Aid $$ To Rich Kids. Meet Someone Who That's Really Hurting.,1
A Few Rights Certain Cops Would Prefer You Didn't Know,1
Police Don't Have All The Power. Not If You Know Yours.,1
Colleges Are Giving Lots Of Financial Aid $ To Kids Who Don't Really Need It. Here's Who That Hurts.,0
"Comedy is supposed to poke at the sensitive edges of society, right? Well, it wasn't always thus.",0
When A Huge World Religion Suddenly Shifts Its Messaging … Stuff Just Got Real,1
"The Pope Tackles Inequality, And Is Called A Marxist?",1
Conservative Texas Republican Wins Election By Implying He’s Black,0
Conservative Texas Republican Wins Election By Implying He’s Black,0
The Movie About Syria These Politicians Wish They Didn't Star In,1
"Consuming Photoshopped Images Is Bad For Girls' Health, But Did You Know How Bad?",0
Might Being Gay Cost You A Job In North Carolina?,0
"A World Without Dogs May Be Hilarious, But Definitely Not Better",1
"Might Giant Ziploc Bags Help End Hunger In Developing Countries?
",0
Count Yourself Lucky Detroit.  This Dude Has Got Your Back.,0
10 Minutes A Period Could Change Your Perspective On All The Things,1
"Crowdfunded, Anti-Big Money Super PAC Raises Over Half A Million Dollars In One Week",0
This Simulation Of The Known Universe Does Not Disappoint,1
Crowds Of Angry People Can Get Dicey When Cops Arrive. Here's How To Best Capture It On Video.,0
Crowds Of Angry People Can Get Dicey When Cops Arrive. Here's How To Best Capture It On Video.,0
"Hear The Inspiring Way The ""Worlds Ugliest Woman"" Beat Her Bullies",1
Cyber Seniors: The Next Big Internet Sensation?,1
Dear Ad Execs: Here's How You Make A Non-Condescending Ad About That Item You Hate To Talk About,0
Dear Ginormous Greedy Energy Firm. Check. Your Move.,0
"Dear Politicians: While You're Busy Making Laws About People, Don't Forget These Ones Exist, Too.",0
"We Can't All Be Extroverts. Just Ask This Once Painfully Shy, Famous, Talented Introvert.",1
Democrats AND Republicans Get Huge Dollars From These People Every 2 Years: The 1% of the 1%.,0
Here Are Just 3 Of The *Smaller* Lies SeaWorld Tells Its Employees To Tell Its Guests (That's You),1
Desire A Secure Nation And World Peace?  Here Is The Bill of Rights To Get Us There.,0
A Comic That Might Cause You To Look At Foreigners As Actual People,1
Diet Ads You’ve Been Busted,0
Discover how a parody of a Taylor Swift song can prove science *also* has 'Style'.,0
A Celeb Clears Up A Misconception About Race That Many People Have,1
The Words People Have Spoken To Her Are Incredibly Cruel. The Change We Need Is Big.,1
Discover how science *also* has 'Style' after hearing this hilarious Taylor Swift cover.,0
Best,1
"Do Actions Really Speak Louder Than Words? Maybe Not, If You’re A Bigoted Billionaire.",0
Watch A Bunch Of Gay People Get Married. And While You Are There Watch The Straight People Too.,1
Do Animals Care About Morality? The Evidence Definitely Surprised Me.,0
Do artists on tour have to live off fast food? Not if she has a say.,0
Do These 8 Things When You're Sick To Feel Better And Stronger... Faster,0
"We Don’t Usually Make Fun Of Terrorism, But When We Do, We Make A Damn Good Point About Freedom",1
Do You Know Patricia E. Bath? A Lot Of Folks Might Thank Her For Being Able To See This.,0
Do you know what the Trans Pacific Partnership is? Because you really should.,0
"When ‘They’ Say Cutting Taxes On The Rich Means Job Creation, They’re Lying. Just Ask This Rich Guy.",1
Do You Think The Boy Scouts Will Listen To 1.4 Million People?,0
"Docs Keep Man Alive With Spare Parts From Home Depot – Inspector Gadet, Is That You?",0
"This Ad Man Is Lying To Your Face, And You Buy It Every Period When You Buy Food",1
DOES Beyonce's Song About Sex In The Back Of A Limo Tie To Teen Pregnancy? Hmm ... How About Prom?,0
Does Democracy Still Work In America?,0
